3383  1993 1390
3950  2396 1554
4419  2248 2171
4090  1679 2411
3564  1469 2095
2982  1223 1759
2669  1263 1406
2685  1465 1220
2906  1694 1212
3349  1973 1376
3822  2207 1615
4077  2225 1852
4196  2026 2170
3866  1620 2246
3222  1219 2003
2726  1167 1559
2572  1361 1211
2784  1658 1126
3163  1880 1283
3548  2144 1404
4011  2264 1747
4224  2005 2219
4095  1939 2156
3788  1679 2109
3327  1343 1984
2830  1251 1579
2590  1321 1269
2676  1576 1100
3134  2062 1072
3957  2677 1280
4725  2955 1770
4998  2294 2704
4602  1940 2662
3994  1795 2199
3560  1506 2054
3068  1204 1864
2677  1173 1504
2483  1308 1175
2633  1601 1032
3189  2108 1081
3946  2530 1416
4590  2598 1992
4640  2192 2448
4144  1687 2457
3479  1284 2195
2868  1121 1747
2519  1208 1311
2508  1560 948
3107  2097 1010
3763  2276 1487
4378  2509 1869
4585  2161 2424
4025  1647 2378
3464  1542 1922
3093  1416 1677
2803  1241 1562
2654  1426 1228
2875  1707 1168
3357  2092 1265
3952  2260 1692
4182  2038 2144
3847  1717 2130
3384  1432 1952
3040  1477 1563
3019  1585 1434
3204  1695 1509
3268  1736 1532
3402  1825 1577
3700  2182 1518
3992  2200 1792
4009  1936 2073
3553  1380 2173
3052  1316 1736
2779  1330 1449
2800  1498 1302
2960  1677 1283
3337  1980 1357
3860  2093 1767
4096  2126 1970
4064  2011 2053
3729  1685 2044
3314  1409 1905
2979  1386 1593
2893  1490 1403
3061  1793 1268
3423  2004 1419
3684  1966 1718
3750  1948 1802
3813  2028 1785
3815  1877 1938
3663  1658 2005
3223  1300 1923
2893  1425 1468
2984  1683 1301
3354  1840 1514
3465  1820 1645
3495  1754 1741
3407  1598 1809
3376  1731 1645
3298  1665 1633
3281  1660 1621
3202  1592 1610
3263  1845 1418
3674  2184 1490
4182  2312 1870
4369  2117 2252
4052  1723 2329
3495  1226 2269
2751  1033 1718
2356  1081 1275
2415  1391 1024
2878  1877 1001
3647  2265 1382
4130  2217 1913
4218  2037 2181
3950  1777 2173
3600  1614 1986
3246  1442 1804
2985  1329 1656
2824  1549 1275
3106  1755 1351
3502  2108 1394
4043  2351 1692
4373  2333 2040
4389  2033 2356
3969  1508 2461
3203  1161 2042
2620  1075 1545
2391  1246 1145
2660  1704 956
3359  2209 1150
4088  2387 1701
4403  2291 2112
4358  2091 2267
4180  1812 2368
3470  1253 2217
2837  1234 1603
2640  1378 1262
2801  1639 1162
3277  2075 1202
3997  2638 1359
4635  2609 2026
4804  2297 2507
4315  1652 2663
3572  1297 2275
2821  1062 1759
2406  1229 1177
2562  1517 1045
3043  1851 1192
3493  2009 1484
3919  2262 1657
4213  2227 1986
4051  1848 2203
3589  1526 2063
3018  1317 1701
2839  1403 1436
2819  1623 1196
3353  2137 1216
3947  2427 1520
4334  2325 2009
4273  1989 2284
3968  1761 2207
3516  1579 1937
3195  1419 1776
2867  1355 1512
2772  1465 1307
2964  1761 1203
3496  2153 1343
4053  2307 1746
4306  2308 1998
4245  2150 2095
3878  1704 2174
3265  1261 2004
2784  1190 1594
2756  1439 1317
3016  1858 1158
3666  2403 1263
4146  2328 1818
4336  2094 2242
4003  1759 2244
3507  1440 2067
3025  1386 1639
2872  1516 1356
3028  1727 1301
3285  1818 1467
3467  1904 1563
3535  1760 1775
3541  1734 1807
3550  1823 1727
3687  1862 1825
3466  1654 1812
3269  1492 1777
3122  1675 1447
3423  2085 1338
3970  2410 1560
4232  2038 2194
3928  1755 2173
3663  1779 1884
3505  1729 1776
3419  1658 1761
3253  1568 1685
3303  1843 1460
3503  2078 1425
3940  2171 1769
4189  2344 1845
4301  2060 2241
3995  1755 2240
3557  1578 1979
3239  1530 1709
3059  1417 1642
3031  1548 1483
3142  1625 1517
3320  1821 1499
3451  1821 1630
3489  1847 1642
3561  1862 1699
3702  1919 1783
3752  1958 1794
3712  1839 1873
3645  1825 1820
3603  1938 1665
3635  1984 1651
3750  1925 1825
3700  1796 1904
3481  1567 1914
3142  1496 1646
3038  1585 1453
3105  1676 1429
3305  1949 1356
3789  2276 1513
4210  2337 1873
4242  1988 2254
3976  1835 2141
3608  1543 2065
3332  1523 1809
3216  1694 1522
3297  1664 1633
3354  1779 1575
3615  2191 1424
4064  2276 1788
4159  2019 2140
3778  1589 2189
3306  1477 1829
3050  1495 1555
2991  1602 1389
3170  1656 1514
3204  1582 1622
3270  1769 1501
3711  2151 1560
3946  2028 1918
3792  1847 1945
3579  1694 1885
3415  1474 1941
3085  1429 1656
2988  1556 1432
3049  1733 1316
3386  1909 1477
3820  2302 1518
4218  2357 1861
4146  1750 2396
3665  1468 2197
3219  1444 1775
3084  1560 1524
3070  1627 1443
3135  1661 1474
3350  1973 1377
3779  2114 1665
4067  2178 1889
4039  1879 2160
3615  1493 2122
3195  1428 1767
3144  1712 1432
3259  1784 1475
3415  1776 1639
3435  1761 1674
3471  1770 1701
3514  1832 1682
3544  1776 1768
3490  1701 1789
3487  1821 1666
3587  1925 1662
3547  1842 1705
3541  1728 1813
3348  1549 1799
3270  1598 1672
3388  1877 1511
3538  1834 1704
3479  1667 1812
3363  1553 1810
3230  1663 1567
3357  1768 1589
3249  1590 1659
3191  1709 1482
3350  1989 1361
3736  2237 1499
4215  2364 1851
4463  2254 2209
4323  1901 2422
3740  1451 2289
2995  1189 1806
2568  1207 1361
2572  1332 1240
2644  1521 1123
3099  1978 1121
3780  2443 1337
4427  2595 1832
4662  2227 2435
4186  1682 2504
3592  1582 2010
3355  1589 1766
3111  1439 1672
2978  1430 1548
2866  1431 1435
2874  1528 1346
3108  1803 1305
3537  2126 1411
4065  2327 1738
4377  2449 1928
4487  2267 2220
4308  1990 2318
4107  1712 2395
3752  1610 2142
3486  1580 1906
3301  1584 1717
3106  1598 1508
3210  1805 1405
3440  1911 1529
3697  1941 1756
3661  1704 1957
3499  1773 1726
3484  1862 1622
3536  1720 1816
3430  1582 1848
3235  1508 1727
3137  1647 1490
3322  1776 1546
3622  1960 1662
3660  1822 1838
3475  1618 1857
3291  1572 1719
3207  1596 1611
3139  1620 1519
3195  1685 1510
3335  1926 1409
3633  2008 1625
3856  2022 1834
3949  1921 2028
3717  1653 2064
3424  1584 1840
3187  1490 1697
3130  1625 1505
3246  1817 1429
3408  1809 1599
3434  1805 1629
3569  2026 1543
3881  2296 1585
4105  2008 2097
3941  1694 2247
3486  1480 2006
3158  1528 1630
3164  1613 1551
3172  1662 1510
3214  1691 1523
3357  1771 1586
3461  1839 1622
3704  2006 1698
3802  1815 1987
3641  1807 1834
3433  1690 1743
3273  1613 1660
3426  1859 1567
3626  2089 1537
3865  2072 1793
3927  1945 1982
3690  1557 2133
3154  1366 1788
2876  1467 1409
2980  1774 1206
3293  1865 1428
3335  1495 1840
3044  1370 1674
2908  1563 1345
3043  1756 1287
3305  1907 1398
3750  2337 1413
4277  2794 1483
4774  2573 2201
4594  1796 2798
3829  1345 2484
3174  1450 1724
3112  1675 1437
3292  1823 1469
3439  1741 1698
3255  1492 1763
2966  1379 1587
2791  1443 1348
2920  1618 1302
3180  1744 1436
3506  2038 1468
3837  2163 1674
4078  2050 2028
3975  1822 2153
3555  1518 2037
3190  1542 1648
3107  1600 1507
3163  1531 1632
3035  1536 1499
3089  1694 1395
3262  1948 1314
3681  2109 1572
3880  2028 1852
3997  2047 1950
3887  1827 2060
3640  1850 1790
3727  1980 1747
3732  1791 1941
3552  1685 1867
3303  1471 1832
3003  1392 1611
2905  1540 1365
3151  1895 1256
3735  2189 1546
3925  1956 1969
3673  1610 2063
3362  1689 1673
3354  1696 1658
3147  1481 1666
3028  1512 1516
3114  1627 1487
3283  1838 1445
3628  2010 1618
3836  2016 1820
3815  1801 2014
3534  1599 1935
3347  1557 1790
3196  1483 1713
3077  1599 1478
3120  1713 1407
3329  1812 1517
3584  1976 1608
3611  1767 1844
3568  1760 1808
3584  1884 1700
3634  1975 1659
3756  2087 1669
4017  2154 1863
4116  2046 2070
3952  1779 2173
3632  1755 1877
3403  1569 1834
3215  1524 1691
2896  1299 1597
2776  1424 1352
2975  1740 1235
3357  2053 1304
3800  2244 1556
4229  2372 1857
4181  1893 2288
3770  1673 2097
3452  1563 1889
3159  1469 1690
3062  1506 1556
3104  1687 1417
3369  1981 1388
3634  1967 1667
3641  1813 1828
3565  1832 1733
3516  1737 1779
3338  1537 1801
3117  1506 1611
2987  1488 1499
3053  1629 1424
3209  1773 1436
3519  1996 1523
3832  2158 1674
4175  2273 1902
4168  1938 2230
3772  1652 2120
3432  1645 1787
3339  1700 1639
3376  1685 1691
3344  1740 1604
3540  2101 1439
4008  2268 1740
4282  2302 1980
4335  2213 2122
4164  1824 2340
3560  1397 2163
2875  1154 1721
2617  1448 1169
2875  1668 1207
3288  1881 1407
3674  2146 1528
4154  2360 1794
4377  2298 2079
4341  1960 2381
3867  1599 2268
3249  1371 1878
2892  1222 1670
2680  1355 1325
2890  1733 1157
3380  2087 1293
3995  2415 1580
4603  2696 1907
4817  2394 2423
4468  1767 2701
3488  1188 2300
2888  1197 1691
2664  1344 1320
2798  1592 1206
3262  2036 1226
3844  2385 1459
4413  2691 1722
4677  2493 2184
4354  1680 2674
3685  1500 2185
3258  1550 1708
3247  1714 1533
3414  1769 1645
3424  1689 1735
3252  1496 1756
3128  1575 1553
3074  1626 1448
3121  1669 1452
3273  1752 1521
3468  1994 1474
3858  2259 1599
4028  1961 2067
3823  1692 2131
3610  1724 1886
3529  1680 1849
3367  1617 1750
3333  1655 1678
3353  1731 1622
3415  1854 1561
3484  1758 1726
3446  1718 1728
3500  1815 1685
3511  1697 1814
3312  1564 1748
3193  1631 1562
3328  1812 1516
3444  1815 1629
3602  1862 1740
3667  1900 1767
3598  1897 1701
3586  1755 1831
3447  1643 1804
3410  1843 1567
3596  1939 1657
3605  1653 1952
3331  1587 1744
3356  1819 1537
3639  2041 1598
3875  2006 1869
3894  1843 2051
3645  1621 2024
3406  1653 1753
3383  1775 1608
3347  1705 1642
3192  1539 1653
3125  1649 1476
3396  1900 1496
3547  1847 1700
3500  1754 1746
3431  1720 1711
3408  1777 1631
3516  1822 1694
3407  1663 1744
3518  1887 1631
3667  1969 1698
3617  1852 1765
3561  1803 1758
3328  1574 1754
3243  1762 1481
3436  1998 1438
3749  1985 1764
3801  1878 1923
3667  1825 1842
3520  1667 1853
3331  1654 1677
3238  1629 1609
3240  1655 1585
3285  1706 1579
3420  1848 1572
3526  1815 1711
3497  1657 1840
3201  1389 1812
2891  1300 1591
2814  1537 1277
3030  1817 1213
3566  2218 1348
4166  2469 1697
4472  2333 2139
4401  2098 2303
3965  1559 2406
3233  1167 2066
2752  1226 1526
2651  1445 1206
2928  1692 1236
3345  2090 1255
3957  2405 1552
4322  2426 1896
4327  2116 2211
3899  1619 2280
3370  1377 1993
3088  1470 1618
3031  1624 1407
3336  2042 1294
3838  2436 1402
4175  2089 2086
